Date,Open,High,Low,Close,Volume
05/13/2010,59.85,60.09,59.13,59.18,957118
05/14/2010,58.72,58.83,57.55,58.11,957824
05/17/2010,58.32,58.42,57.05,58.11,743545
05/18/2010,58.62,58.82,57.26,57.43,1001375
05/19/2010,57.13,57.59,56.35,57.03,1054387
05/20/2010,55.75,56.0889,54.92,54.92,2010817
05/21/2010,54.03,55.825,53.93,55.56,1122492
05/24/2010,55.29,55.86,55.02,55.0201,661648
05/25/2010,53.6,55.1,53.34,55.1,3315172
05/26/2010,55.41,55.96,54.52,54.62,1291431
05/27/2010,55.68,56.48,55.55,56.47,948644
05/28/2010,56.39,56.45,55.53,55.86,705133
06/01/2010,55.21,56.11,54.84,54.91,1002607
06/02/2010,55.14,56.34,54.9,56.34,559056
06/03/2010,56.55,56.77,56.06,56.68,508525
06/04/2010,55.54,56.08,54.54,54.758,737690
06/07/2010,54.94,55.18,54.0537,54.11,682834
06/08/2010,54.11,54.68,53.65,54.57,1110674
06/09/2010,54.83,55.4748,54.06,54.26,511519
06/10/2010,55.09,55.91,55.08,55.86,444654
06/11/2010,55.42,56.25,55.35,56.24,505243
06/14/2010,56.7,56.97,56.11,56.18,412833
06/15/2010,56.52,57.55,56.47,57.51,723801
06/16/2010,57.17,57.77,57.12,57.57,347037
06/17/2010,57.74,57.76,57.1,57.63,520889
06/18/2010,57.7,57.92,57.51,57.68,279007
06/21/2010,58.36,58.46,57.17,57.44,393931
06/22/2010,57.48,57.806,56.55,56.61,730907
06/23/2010,56.42,56.65,55.8,56.2,486227
06/24/2010,55.94,56.11,55.1774,55.32,408713
06/25/2010,55.46,55.7768,54.96,55.45,402112
06/28/2010,55.53,55.7,55.08,55.27,296909
06/29/2010,54.46,54.51,53.151,53.48,595363
06/30/2010,53.35,53.85,52.8274,52.94,850678
07/01/2010,52.95,53.14,52.03,52.83,1440033
07/02/2010,53.03,53.1101,52.32,52.61,545287
07/06/2010,53.31,53.7,52.43,52.905,765163
07/07/2010,53.0,54.65,52.98,54.62,2705721
07/08/2010,55.07,55.18,54.5,55.12,592867
07/09/2010,55.12,55.47,55.03,55.45,499413
07/12/2010,55.28,55.67,55.11,55.49,393729
07/13/2010,56.04,56.46,55.86,56.23,732594
07/14/2010,56.1,56.5818,55.98,56.36,642255
07/15/2010,56.28,56.55,55.62,56.39,1105467
07/16/2010,56.08,56.17,54.796,54.9,578700
07/19/2010,55.13,55.41,54.75,55.28,375959
07/20/2010,54.53,55.97,54.44,55.95,789929
07/21/2010,56.26,56.26,55.01,55.25,938021
07/22/2010,55.85,56.69,55.85,56.45,714766
07/23/2010,56.34,56.97,56.17,56.94,607365
07/26/2010,56.94,57.43,56.79,57.41,1120123
07/27/2010,57.63,57.72,57.0,57.23,1565960
07/28/2010,57.17,57.34,56.72,56.89,1160121
07/29/2010,57.28,57.369,56.15,56.61,594911
07/30/2010,56.03,56.87,55.92,56.61,738814
08/02/2010,57.4,57.96,57.24,57.86,880529
08/03/2010,57.67,57.83,57.385,57.58,1449362
08/04/2010,57.76,58.17,57.636,58.09,430839
08/05/2010,57.73,58.03,57.65,58.03,391953
08/06/2010,57.42,57.9,57.04,57.81,569135
08/09/2010,58.04,58.24,57.81,58.17,566350
08/10/2010,57.7,58.1,57.33,57.8,770470
08/11/2010,56.91,56.91,56.19,56.3,318269
08/12/2010,55.4,56.05,55.3,55.85,666679
08/13/2010,55.63,55.946,55.55,55.59,455587
08/16/2010,55.26,55.85,55.08,55.69,400424
08/17/2010,56.15,56.81,55.99,56.44,489100
08/18/2010,56.44,56.78,56.05,56.51,968720
08/19/2010,56.21,56.36,55.35,55.65,685401
08/20/2010,55.39,55.55,55.06,55.48,449509
08/23/2010,55.7,55.9388,55.16,55.22,522401
08/24/2010,54.52,54.77,54.03,54.315,589632
08/25/2010,53.95,54.7399,53.7,54.52,566908
08/26/2010,54.72,54.806,53.97,54.09,611437
08/27/2010,54.48,55.0,53.6,54.94,607508
08/30/2010,54.77,55.029,54.22,54.23,383504
08/31/2010,54.0,54.46,53.79,54.15,689699
09/01/2010,54.84,55.74,54.84,55.67,892879
09/02/2010,55.82,56.19,55.704,56.17,553690
09/03/2010,56.76,56.977,56.463,56.94,1191122
09/07/2010,56.76,56.84,56.42,56.47,379112
09/08/2010,56.57,57.04,56.5401,56.85,1707220
09/09/2010,57.47,57.47,56.87,56.98,399238
09/10/2010,57.06,57.378,56.9805,57.32,499332
09/13/2010,57.84,58.0499,57.67,57.97,398522
09/14/2010,57.82,58.39,57.75,58.01,611795
09/15/2010,57.87,58.34,57.7422,58.3,363065
09/16/2010,58.16,58.39,57.99,58.37,620663
09/17/2010,58.6,58.73,58.2799,58.49,562695
09/20/2010,58.75,59.46,58.59,59.38,1929134
09/21/2010,59.35,59.66,59.02,59.26,1116960
09/22/2010,59.2,59.48,58.88,59.09,673516
09/23/2010,58.57,59.31,58.56,58.76,566691
09/24/2010,59.2,59.77,59.13,59.67,467950
09/27/2010,59.75,59.846,59.4331,59.47,755661
09/28/2010,59.58,59.8027,58.85,59.67,1154633
09/29/2010,59.46,59.79,59.4,59.58,538584
09/30/2010,59.96,60.22,59.09,59.37,769207
10/01/2010,59.82,59.87,59.25,59.56,1076832
10/04/2010,59.35,59.59,58.72,59.02,1135110
10/05/2010,59.59,60.35,59.5201,60.2,497833
10/06/2010,60.25,60.36,59.8574,60.17,783681
10/07/2010,60.42,60.42,59.67,60.03,504211
10/08/2010,60.15,60.6152,59.895,60.4799,329398
10/11/2010,60.57,60.73,60.33,60.52,411504
10/12/2010,60.37,60.9,59.97,60.71,1353275
10/13/2010,61.0,61.65,61.0,61.37,528234
10/14/2010,61.28,61.53,60.94,61.31,562747
10/15/2010,61.79,61.88,61.25,61.87,801371
10/18/2010,61.85,62.25,61.73,62.18,445839
10/19/2010,61.4,61.639,60.75,61.11,628839
10/20/2010,61.21,62.05,61.21,61.71,445589
10/21/2010,61.97,62.3,61.33,61.87,628320
10/22/2010,61.99,62.11,61.85,62.11,287707
10/25/2010,62.49,62.85,62.27,62.35,444976
10/26/2010,62.11,62.42,61.87,62.36,538209
10/27/2010,62.02,62.3,61.64,62.25,408504
10/28/2010,62.51,62.59,61.9,62.28,525515
10/29/2010,62.28,62.49,62.18,62.35,467621
11/01/2010,62.69,63.0388,62.1501,62.49,476356
11/02/2010,63.0,63.24,62.88,63.11,503160
11/03/2010,63.27,63.3,62.5,63.26,778465
11/04/2010,64.03,64.39,63.93,64.38,684080
11/05/2010,64.46,64.52,64.2,64.48,556462
11/08/2010,64.2,64.5,64.1488,64.42,464680
11/09/2010,64.6,64.78,63.811,64.08,460481
11/10/2010,64.11,64.36,63.621,64.34,462315
11/11/2010,63.67,64.094,63.44,64.04,501967
11/12/2010,63.6,63.82,62.86,63.17,1031134
11/15/2010,63.4,63.4899,62.96,62.97,539554
11/16/2010,62.61,62.66,61.6752,61.96,822396
11/17/2010,61.97,62.33,61.8801,62.06,657880
11/18/2010,62.68,63.35,62.68,63.1,904026
11/19/2010,63.08,63.36,62.82,63.33,322175
11/22/2010,63.12,63.48,62.68,63.48,1113892
11/23/2010,62.84,62.85,62.24,62.55,678696
11/24/2010,62.99,63.61,62.99,63.61,439519
11/26/2010,63.1,63.3988,63.01,63.16,126371
11/29/2010,62.8,63.18,62.26,63.06,358407
11/30/2010,62.46,62.99,62.2,62.54,618991
12/01/2010,63.5,64.12,63.5,63.94,380612
12/02/2010,64.08,64.72,64.06,64.68,627278
12/03/2010,64.47,64.91,64.41,64.85,312781
12/06/2010,64.78,64.92,64.64,64.79,295261
12/07/2010,65.44,65.47,64.68,64.68,1673947
12/08/2010,64.78,65.0,64.461,64.84,516103
12/09/2010,65.19,65.19,64.72,64.95,390707
12/10/2010,65.14,65.32,64.9176,65.27,365463
12/13/2010,65.61,65.69,65.3,65.31,280528
12/14/2010,65.4,65.64,65.18,65.36,379574
12/15/2010,65.24,65.5799,65.024,65.13,350877
12/16/2010,65.13,65.51,64.86,65.47,2824691
12/17/2010,65.5,65.66,65.346,65.59,451049
12/20/2010,65.79,65.848,65.37,65.7,1202874
12/21/2010,65.87,66.05,65.81,65.97,669867
12/22/2010,66.03,66.0899,65.941,66.05,323292
12/23/2010,65.75,65.81,65.56,65.7,264738
12/27/2010,65.44,65.729,65.32,65.68,306626
12/28/2010,65.74,65.81,65.5401,65.68,416401
12/29/2010,65.76,65.93,65.732,65.8,296882
12/30/2010,65.74,65.85,65.58,65.7,263133
12/31/2010,65.64,65.69,65.44,65.65,270875
01/03/2011,66.11,66.54,66.06,66.18,514875
01/04/2011,66.44,66.44,65.6501,65.98,1193111
01/05/2011,65.78,66.38,65.76,66.35,1025022
01/06/2011,66.41,66.44,66.06,66.25,341263
01/07/2011,66.38,66.42,65.68,66.13,719846
01/10/2011,65.84,66.23,65.7,66.11,1080015
01/11/2011,66.38,66.48,66.06,66.3,1120708
01/12/2011,66.72,66.87,66.536,66.82,390031
01/13/2011,66.75,66.89,66.57,66.74,510103
01/14/2011,66.69,67.1,66.57,67.07,695177
01/18/2011,67.0,67.38,66.97,67.35,570559
01/19/2011,67.35,67.3868,66.6262,66.81,703200
01/20/2011,66.6,66.69,66.09,66.57,874544
01/21/2011,66.97,66.99,66.33,66.4,883469
01/24/2011,66.35,66.96,66.3,66.93,421638
01/25/2011,66.76,66.966,66.44,66.96,814217
01/26/2011,67.14,67.5,66.961,67.31,905915
01/27/2011,67.33,67.55,67.15,67.39,533430
01/28/2011,67.44,67.47,65.98,66.1,1232614
01/31/2011,66.26,66.65,66.05,66.61,770712
02/01/2011,67.03,67.64,66.96,67.53,1839844
02/02/2011,67.39,67.59,67.28,67.45,421446
02/03/2011,67.39,67.67,67.01,67.58,669812
02/04/2011,67.67,67.9138,67.42,67.9,650597
02/07/2011,68.07,68.529,68.03,68.23,535362
02/08/2011,68.28,68.62,68.16,68.62,747289
02/09/2011,68.41,68.6862,68.25,68.52,2150280
02/10/2011,68.12,68.66,68.07,68.6,1064483
02/11/2011,68.39,69.0781,68.38,69.01,848147
02/14/2011,69.02,69.17,68.94,69.14,483026
02/15/2011,68.94,69.04,68.73,68.96,1565797
02/16/2011,69.15,69.46,69.02,69.35,649375
02/17/2011,69.17,69.58,69.0419,69.515,821165
02/18/2011,69.54,69.68,69.32,69.54,483890
02/22/2011,68.72,69.14,67.91,68.068,1552537
02/23/2011,68.01,68.14,67.1122,67.57,1484366
02/24/2011,67.56,67.86,66.961,67.6,1562060
02/25/2011,67.96,68.4681,67.94,68.42,1043112
02/28/2011,68.68,68.84,68.35,68.77,355176
03/01/2011,68.97,69.01,67.59,67.63,771341
03/02/2011,67.5,68.16,67.5,67.84,510993
03/03/2011,68.5,69.17,68.48,69.07,474085
03/04/2011,69.06,69.0935,68.2156,68.66,738909
03/07/2011,68.93,68.99,67.61,68.02,411792
03/08/2011,68.13,68.6991,67.75,68.46,636100
03/09/2011,68.25,68.47,67.91,68.26,765381
03/10/2011,67.54,67.609,66.98,67.05,728815
03/11/2011,66.78,67.748,66.78,67.54,755985
03/14/2011,67.08,67.41,66.66,67.14,486856
03/15/2011,65.41,66.74,65.28,66.41,1885968
03/16/2011,66.19,66.33,64.63,65.1,2589302
03/17/2011,66.0,66.24,65.607,65.81,809947
03/18/2011,66.58,66.64,65.83,65.93,554082
03/21/2011,66.72,67.2576,66.69,67.04,370169
03/22/2011,67.12,67.1424,66.8,66.88,264379
03/23/2011,66.66,67.36,66.45,67.2,609198
03/24/2011,67.64,68.03,67.27,67.9326,502006
03/25/2011,67.97,68.23,67.78,67.93,293836
03/28/2011,68.11,68.23,67.74,67.74,511213
03/29/2011,67.63,68.3,67.5,68.28,385903
03/30/2011,68.63,68.87,68.49,68.69,206918
03/31/2011,68.61,68.89,68.61,68.71,415673
04/01/2011,69.04,69.27,68.75,68.9,469640
04/04/2011,69.06,69.16,68.7301,68.94,476444
04/05/2011,68.73,69.22,68.73,68.86,464960
04/06/2011,69.18,69.31,68.73,68.95,361857
04/07/2011,68.86,69.1578,68.47,68.86,285108
04/08/2011,69.16,69.2,68.3322,68.63,520016
04/11/2011,68.7,68.92,68.28,68.46,718578
04/12/2011,68.12,68.24,67.75,67.97,336522
04/13/2011,68.21,68.3972,67.82,68.13,310683
04/14/2011,67.72,68.3,67.55,68.21,447804
04/15/2011,68.25,68.55,67.99,68.4,605814
04/18/2011,67.68,67.82,67.1,67.74,648729
04/19/2011,67.83,68.13,67.64,68.09,476551
04/20/2011,69.0,69.27,68.92,69.22,376694
04/21/2011,69.62,69.729,69.4522,69.71,344655
04/25/2011,69.62,69.7288,69.37,69.61,318006
04/26/2011,69.87,70.35,69.732,70.21,1020980
04/27/2011,70.38,70.7,69.98,70.58,430480
04/28/2011,70.5,70.92,70.49,70.82,393865
04/29/2011,70.82,71.09,70.76,70.97,315007
05/02/2011,71.33,71.4204,70.81,70.9422,408344
05/03/2011,70.86,70.9388,70.34,70.69,594626
05/04/2011,70.62,70.66,69.9,70.23,540266
05/05/2011,69.87,70.44,69.45,69.71,594286
05/06/2011,70.44,70.77,69.76,70.01,709172
05/09/2011,69.99,70.55,69.95,70.34,323604
05/10/2011,70.6,71.0298,70.5,70.93,877255
05/11/2011,70.85,70.92,69.89,70.26,460906
05/12/2011,70.1,70.83,69.78,70.72,427781
05/13/2011,70.79,70.82,69.99,70.17,397314
05/16/2011,69.92,70.38,69.48,69.6,651286
05/17/2011,69.29,69.59,68.93,69.57,1340770
05/18/2011,69.59,70.27,69.4424,70.19,640125
05/19/2011,70.49,70.55,69.99,70.36,731951
05/20/2011,70.19,70.36,69.74,69.94,447832
05/23/2011,69.03,69.28,68.82,69.09,419487
05/24/2011,69.37,69.38,68.94,69.05,484394
05/25/2011,68.85,69.54,68.76,69.27,660625
05/26/2011,69.12,69.78,69.06,69.65,582179
05/27/2011,69.78,70.03,69.7224,69.88,380077
05/31/2011,70.55,70.64,70.08,70.64,339579
06/01/2011,70.48,70.58,69.13,69.16,430991
06/02/2011,69.25,69.38,68.73,69.12,483765
06/03/2011,68.25,68.85,68.25,68.35,440453
06/06/2011,68.25,68.41,67.68,67.76,643178
06/07/2011,68.11,68.2692,67.68,67.71,1151768
06/08/2011,67.56,67.7257,67.25,67.4,351827
06/09/2011,67.53,68.09,67.38,67.82,270328
06/10/2011,67.5,67.56,66.77,66.77,894907
06/13/2011,67.02,67.11,66.4842,66.76,595914
06/14/2011,67.4,67.9078,67.34,67.7,400447
06/15/2011,67.12,67.45,66.3833,66.58,629749
06/16/2011,66.56,66.9132,66.04,66.54,497929
06/17/2011,67.15,67.25,66.48,66.66,432678
06/20/2011,66.43,67.1929,66.43,67.04,205579
06/21/2011,67.42,68.17,67.26,68.04,704594
06/22/2011,67.84,68.22,67.6138,67.64,364613
06/23/2011,66.62,67.41,66.16,67.39,706803
06/24/2011,67.34,67.38,66.46,66.57,377524
06/27/2011,66.57,67.51,66.45,67.26,298139
06/28/2011,67.58,68.29,67.4671,68.28,451989
06/29/2011,68.6,68.86,68.2633,68.79,763412
06/30/2011,69.03,69.58,69.0,69.48,339292
07/01/2011,69.44,70.6,69.3499,70.53,795029
07/05/2011,70.44,70.8,70.4,70.63,927643
07/06/2011,70.54,71.01,70.4,70.91,717856
07/07/2011,71.54,71.84,71.4,71.67,564276
07/08/2011,70.84,71.29,70.6756,71.29,832151
07/11/2011,70.48,70.75,69.9032,70.08,318763
07/12/2011,69.93,70.32,69.64,69.67,593912
07/13/2011,70.01,70.65,69.75,69.93,373932
07/14/2011,70.12,70.37,69.19,69.37,1694676
07/15/2011,69.84,70.0,69.42,69.99,357564
07/18/2011,69.72,69.8586,68.99,69.53,481859
07/19/2011,69.98,70.953,69.98,70.89,414131
07/20/2011,71.21,71.21,70.57,70.6699,406837
07/21/2011,71.03,71.57,70.76,71.4,746808
07/22/2011,71.42,71.75,71.15,71.67,347021
07/25/2011,70.96,71.67,70.94,71.37,518815
07/26/2011,71.25,71.45,70.98,71.13,401195
07/27/2011,70.69,70.71,69.48,69.62,1303237
07/28/2011,69.58,70.3,69.4,69.49,628939
07/29/2011,68.83,69.73,68.53,69.1,1574559
08/01/2011,69.84,70.06,68.04,68.75,1344761
08/02/2011,68.25,68.65,67.02,67.02,2837498
08/03/2011,67.21,67.57,65.96,67.52,2193737
08/04/2011,66.65,66.7,64.32,64.38,2139389
08/05/2011,65.22,65.35,62.59,64.31,2927721
08/08/2011,62.64,63.45,60.5,60.55,3801251
08/09/2011,61.49,63.21,59.53,63.16,2767713
08/10/2011,61.97,62.64,60.5,60.56,3176651
08/11/2011,61.1,64.0,60.9295,62.96,2091391
08/12/2011,63.9,64.24,63.15,63.82,1489860
08/15/2011,64.26,64.917,63.98,64.87,647491
08/16/2011,64.22,64.85,63.59,64.28,1166209
08/17/2011,64.47,65.05,63.71,64.25,968979
08/18/2011,62.56,62.59,60.76,61.42,898003
08/19/2011,60.5,62.07,60.25,60.34,1055735
08/22/2011,61.61,61.67,60.36,60.53,946903
08/23/2011,60.74,62.7,60.57,62.68,932089
08/24/2011,62.6,63.4614,62.28,63.4,574980
08/25/2011,63.56,63.8,62.18,62.4,878869
08/26/2011,62.09,63.7215,61.24,63.56,780435
08/29/2011,64.32,65.24,64.25,65.19,1670258
08/30/2011,65.01,65.9299,64.6,65.57,1124247
08/31/2011,66.02,66.5,65.29,65.77,689065
09/01/2011,65.83,66.39,65.04,65.11,967231
09/02/2011,63.97,64.2197,63.368,63.54,980300
09/06/2011,61.89,63.42,61.85,63.34,417521
09/07/2011,64.2,64.94,64.03,64.93,389618
09/08/2011,64.54,65.33,64.2611,64.38,565452
09/09/2011,63.69,63.876,62.34,62.73,469849
09/12/2011,61.94,63.15,61.73,63.13,501447
09/13/2011,63.29,63.98,62.93,63.78,1478149
09/14/2011,64.17,65.4314,63.2896,64.69,453105
09/15/2011,65.4,65.758,64.75,65.73,940912
09/16/2011,65.89,66.32,65.55,66.16,1254894
09/19/2011,65.17,66.1,64.8,65.78,1375363
09/20/2011,66.08,66.71,65.64,65.68,798688
09/21/2011,65.81,66.012,63.96,63.96,1019931
09/22/2011,62.13,62.65,61.1096,61.99,1452854
09/23/2011,61.58,62.59,61.46,62.26,1389943
09/26/2011,62.58,63.32,61.5,63.25,625215
09/27/2011,64.47,65.0,63.64,64.0,806432
09/28/2011,64.16,64.5,62.67,62.75,697856
09/29/2011,63.76,63.92,61.744,62.79,741594
09/30/2011,62.02,62.48,61.2,61.24,1252465
10/03/2011,60.91,61.58,59.63,59.63,1767677
10/04/2011,58.86,60.93,58.38,60.8,1766143
10/05/2011,60.87,62.12,60.45,62.0,1001513
10/06/2011,61.9,63.1399,61.68,63.1,607807
10/07/2011,63.33,63.4974,62.47,62.78,965137
10/10/2011,63.9,64.82,63.866,64.82,406167
10/11/2011,64.49,65.15,64.46,64.92,3112349
10/12/2011,65.44,66.14,65.34,65.43,478244
10/13/2011,65.03,65.71,64.84,65.57,711668
10/14/2011,66.43,66.77,66.06,66.75,333617
10/17/2011,66.47,66.49,65.3,65.49,835148
10/18/2011,65.5,66.83,64.78,66.44,709115
10/19/2011,66.31,66.46,65.24,65.45,362336
10/20/2011,65.67,65.78,64.693,65.57,400057
10/21/2011,66.38,66.85,66.13,66.71,692640
10/24/2011,66.88,67.8661,66.87,67.73,569487
10/25/2011,67.37,67.4,66.27,66.45,1260454
10/26/2011,67.04,67.1,65.7322,66.88,762779
10/27/2011,68.47,69.41,67.96,68.98,680901
10/28/2011,68.75,69.23,68.64,69.17,497268
10/31/2011,68.45,68.6,67.63,67.65,512374
11/01/2011,65.81,66.7,65.71,65.97,947939
11/02/2011,66.89,67.1397,66.3,66.86,660961
11/03/2011,67.61,68.29,66.77,68.15,785099
11/04/2011,67.74,67.9371,67.0764,67.82,375242
11/07/2011,67.75,68.23,67.08,68.16,274815
11/08/2011,68.55,69.06,67.89,69.0,388844
11/09/2011,67.41,67.7471,66.39,66.55,457563
11/10/2011,67.43,67.43,66.37,67.04,354708
11/11/2011,67.76,68.5,67.75,68.32,931289
11/14/2011,68.07,68.3,67.6016,67.82,226873
11/15/2011,67.67,68.68,67.5172,68.36,342542
11/16/2011,67.7,68.51,67.29,67.36,337034
11/17/2011,67.24,67.25,65.7,66.14,687638
11/18/2011,66.4,66.4,65.75,65.98,186218
11/21/2011,64.96,65.1,64.17,64.75,592271
11/22/2011,64.58,65.059,64.193,64.69,1369729
11/23/2011,64.07,64.2,63.29,63.3,745061
