Date,Open,High,Low,Close,Volume
11/25/2011,63.08,63.78,63.04,63.04,145316
11/28/2011,64.66,65.14,64.51,64.98,744360
11/29/2011,65.2,65.57,64.91,65.01,471715
11/30/2011,66.76,67.5768,66.71,67.49,588989
12/01/2011,67.37,67.94,67.35,67.58,546602
12/02/2011,68.27,68.34,67.4,67.43,463219
12/05/2011,68.47,68.55,67.71,68.02,676456
12/06/2011,68.05,68.45,67.8037,68.05,319351
12/07/2011,67.83,68.42,67.3,68.16,345987
12/08/2011,67.74,68.02,66.741,66.91,278129
12/09/2011,67.14,68.11,67.08,67.95,252521
12/12/2011,67.4,67.45,66.54,67.13,399620
12/13/2011,67.45,67.7185,66.144,66.41,464102
12/14/2011,66.18,66.28,65.42,65.61,483534
12/15/2011,66.21,66.24,65.6148,65.71,580606
12/16/2011,66.14,66.55,65.634,65.83,552430
12/19/2011,66.1,66.25,65.19,65.36,517080
12/20/2011,66.23,67.23,66.23,67.16,554156
12/21/2011,67.09,67.15,66.38,67.09,375181
12/22/2011,66.95,67.141,66.78,67.1,357394
12/23/2011,67.39,67.71,67.17,67.71,292061
12/27/2011,67.56,68.0098,67.56,67.84,395752
12/28/2011,67.84,67.89,67.0,67.13,542903
12/29/2011,67.3,67.75,67.23,67.67,489370
12/30/2011,67.67,67.78,67.43,67.43,535326
01/03/2012,68.53,68.69,68.2,68.2,676850
01/04/2012,68.09,68.35,67.85,68.29,888013
01/05/2012,67.97,68.49,67.74,68.42,568178
01/06/2012,68.44,68.5,68.096,68.3,380735
01/09/2012,68.36,68.41,68.0401,68.28,1481064
01/10/2012,68.93,69.087,68.7,68.82,538721
01/11/2012,68.59,68.77,68.44,68.73,430366
01/12/2012,68.83,68.8701,68.3235,68.82,526946
01/13/2012,68.4,68.62,68.0,68.62,439369
01/17/2012,69.15,69.3,68.81,68.93,713520
01/18/2012,68.99,69.66,68.9,69.65,683727
01/19/2012,69.84,70.02,69.67,69.99,662743
01/20/2012,69.84,69.89,69.65,69.89,462815
01/23/2012,69.83,70.195,69.62,69.92,679229
01/24/2012,69.53,69.906,69.53,69.88,477659
01/25/2012,69.92,70.8132,69.73,70.66,443675
01/26/2012,70.92,71.1,70.15,70.38,636405
01/27/2012,70.13,70.489,70.09,70.33,315079
01/30/2012,69.7,70.27,69.55,70.27,493117
01/31/2012,70.53,70.65,69.9,70.2,294808
02/01/2012,70.68,70.99,70.5,70.68,371008
02/02/2012,70.86,70.96,70.56,70.82,359049
02/03/2012,71.48,71.668,71.29,71.65,541773
02/06/2012,71.35,71.64,71.2997,71.64,349264
02/07/2012,71.45,71.94,71.26,71.83,374404
02/08/2012,71.9,72.01,71.53,71.93,282034
02/09/2012,71.99,72.29,71.776,72.18,416517
02/10/2012,71.57,71.79,71.47,71.78,385473
02/13/2012,72.22,72.337,71.93,72.27,370814
02/14/2012,72.07,72.38,71.8899,72.37,442445
02/15/2012,72.57,72.7257,71.808,71.95,404221
02/16/2012,71.94,72.63,71.8,72.57,424313
02/17/2012,72.74,72.77,72.42,72.61,434313
02/21/2012,72.84,72.96,72.47,72.71,810774
02/22/2012,72.63,72.86,72.52,72.67,385929
02/23/2012,72.61,73.04,72.47,72.98,474180
02/24/2012,73.12,73.38,73.104,73.28,314026
02/27/2012,72.88,73.54,72.72,73.28,1135996
02/28/2012,73.35,73.64,73.2786,73.63,392095
02/29/2012,73.75,73.9,73.19,73.24,555821
03/01/2012,73.53,73.7793,73.35,73.64,584309
03/02/2012,73.55,73.66,73.3,73.509,354669
03/05/2012,73.38,73.51,72.94,73.24,482790
03/06/2012,72.45,72.52,72.08,72.29,525998
03/07/2012,72.46,72.788,72.36,72.68,311318
03/08/2012,73.06,73.53,72.9713,73.35,335141
03/09/2012,73.57,73.76,73.44,73.56,685522
03/12/2012,73.58,73.72,73.44,73.66,508578
03/13/2012,74.02,74.76,73.89,74.7521,622081
03/14/2012,74.84,75.0,74.5556,74.79,610501
03/15/2012,74.86,75.09,74.69,75.03,389995
03/16/2012,75.16,75.21,75.0,75.14,245853
03/19/2012,75.12,75.61,75.09,75.5,615735
03/20/2012,75.1,75.29,74.9,75.23,460307
03/21/2012,75.22,75.38,75.04,75.14,567121
03/22/2012,74.62,74.87,74.504,74.75,778851
03/23/2012,74.85,74.968,74.4021,74.88,501659
03/26/2012,75.1,75.63,75.01,75.63,454123
03/27/2012,75.75,75.809,75.51,75.57,427506
03/28/2012,75.59,75.68,74.8,75.21,738064
03/29/2012,74.76,75.25,74.63,75.15,446609
03/30/2012,75.54,75.56,75.11,75.37,231508
04/02/2012,75.39,76.19,75.25,76.02,1156455
04/03/2012,75.96,76.17,75.5,75.89,879447
04/04/2012,75.32,75.43,74.92,75.22,737852
04/05/2012,75.01,75.448,74.96,75.37,251363
04/09/2012,74.45,74.93,74.42,74.67,314686
04/10/2012,74.5,74.67,73.4,73.5195,1614800
04/11/2012,74.25,74.28,73.84,73.91,759842
04/12/2012,73.99,74.82,73.94,74.78,577667
04/13/2012,74.6,74.65,73.97,74.02,374421
04/16/2012,74.37,74.38,73.6,73.68,444579
04/17/2012,74.15,75.02,74.0338,74.91,1481990
04/18/2012,74.65,74.9699,74.58,74.68,505192
04/19/2012,74.64,74.93,73.79,74.1,516866
04/20/2012,74.45,74.72,74.2,74.2,323842
04/23/2012,73.52,73.67,73.18,73.59,466792
04/24/2012,73.62,73.922,73.42,73.69,615647
04/25/2012,74.57,75.04,74.54,75.01,442221
04/26/2012,74.9,75.56,74.9,75.47,480063
04/27/2012,75.71,75.91,75.42,75.69,215256
04/30/2012,75.54,75.59,75.2106,75.37,388774
05/01/2012,75.37,76.199,75.23,75.65,609558
05/02/2012,75.32,75.7299,75.18,75.67,355615
05/03/2012,75.72,75.76,75.024,75.13,457505
05/04/2012,74.77,74.78,73.87,73.91,316055
05/07/2012,73.6,74.13,73.586,73.91,261245
05/08/2012,73.5,73.7353,72.63,73.6173,359878
05/09/2012,72.83,73.66,72.582,73.13,872699
05/10/2012,73.65,73.7099,73.11,73.25,254556
05/11/2012,72.93,73.796,72.93,73.2,474853
05/14/2012,72.54,72.97,72.3461,72.51,703421
05/15/2012,72.48,72.979,72.1,72.24,999764
05/16/2012,72.52,72.74,71.95,72.01,3715456
05/17/2012,72.02,72.1,70.84,70.84,717228
05/18/2012,71.16,71.3152,70.14,70.27,625150
05/21/2012,70.39,71.71,70.39,71.67,888055
05/22/2012,71.88,72.25,71.29,71.71,425249
05/23/2012,71.24,71.979,70.6817,71.86,533935
05/24/2012,72.1,72.17,71.42,71.98,889586
05/25/2012,71.92,72.037,71.47,71.64,309831
05/29/2012,72.25,72.65,71.97,72.42,576449
05/30/2012,71.81,71.88,71.38,71.52,509246
05/31/2012,71.56,71.69,70.708,71.26,597864
06/01/2012,70.1,70.3552,69.54,69.56,599551
06/04/2012,69.58,69.86,69.06,69.75,561693
06/05/2012,69.5,70.15,69.46,70.04,485108
06/06/2012,70.46,71.53,70.44,71.53,917236
06/07/2012,72.29,72.29,71.46,71.57,428328
06/08/2012,71.34,72.07,71.14,72.07,335179
06/11/2012,72.57,72.65,71.12,71.19,532515
06/12/2012,71.44,71.93,71.03,71.92,409607
06/13/2012,71.74,72.1,71.22,71.44,661802
06/14/2012,71.59,72.34,71.38,72.1,486262
06/15/2012,72.35,72.86,72.29,72.76,480040
06/18/2012,72.51,73.31,72.4135,73.12,286370
06/19/2012,73.25,73.76,73.19,73.49,520349
06/20/2012,73.43,73.58,72.78,73.3,527564
06/21/2012,73.29,73.36,71.58,71.68,443416
06/22/2012,71.97,72.31,71.75,72.2,504016
06/25/2012,71.51,71.52,70.93,71.15,982968
06/26/2012,71.33,71.63,70.93,71.43,1068440
06/27/2012,71.63,72.14,71.63,72.02,309893
06/28/2012,71.6,71.8,71.0,71.74,358388
06/29/2012,72.98,73.54,72.75,73.51,707977
07/02/2012,73.7,73.76,73.23,73.71,601168
07/03/2012,73.73,74.31,73.7201,74.27,394492
07/05/2012,74.14,74.52,73.9,74.19,428050
07/06/2012,73.53,73.674,73.1145,73.51,336786
07/09/2012,73.37,73.52,73.15,73.46,513186
07/10/2012,73.85,73.94,72.61,72.84,666021
07/11/2012,72.9,73.02,72.26,72.75,256516
07/12/2012,72.3,72.78,71.92,72.51,324346
07/13/2012,72.61,73.63,72.61,73.54,1212585
07/16/2012,73.38,73.66,73.17,73.41,408826
07/17/2012,73.7,73.98,72.93,73.84,1024468
07/18/2012,73.68,74.57,73.68,74.43,579364
07/19/2012,74.72,75.1,74.49,74.92,848470
07/20/2012,74.58,74.62,74.13,74.2,469269
07/23/2012,73.13,73.64,72.7426,73.48,339775
07/24/2012,73.46,73.51,72.36,72.82,361943
07/25/2012,72.79,72.9999,72.264,72.7,643369
07/26/2012,73.65,73.94,73.33,73.79,333161
07/27/2012,74.17,75.36,74.122,75.24,572046
07/30/2012,75.18,75.6045,75.05,75.2528,527445
07/31/2012,75.1,75.3098,74.81,74.81,4034764
08/01/2012,75.12,75.23,74.45,74.6499,615981
08/02/2012,74.08,74.61,73.62,74.09,807090
08/03/2012,75.25,75.68,75.11,75.47,352407
08/06/2012,75.74,75.93,75.62,75.62,425148
08/07/2012,75.93,76.26,75.9102,75.97,255138
08/08/2012,75.77,76.1,75.71,75.96,271003
08/09/2012,75.84,76.17,75.76,76.0,302051
08/10/2012,75.77,76.19,75.67,76.14,299823
08/13/2012,76.0,76.18,75.7839,76.18,265100
08/14/2012,76.49,76.51,76.06,76.24,379767
08/15/2012,76.2,76.45,76.16,76.34,421661
08/16/2012,76.44,76.996,76.29,76.92,321337
08/17/2012,77.0,77.1,76.85,77.04,953810
08/20/2012,77.0,77.05,76.74,77.03,481612
08/21/2012,77.2,77.4399,76.56,76.72,395906
08/22/2012,76.52,76.97,76.43,76.84,593957
08/23/2012,76.68,76.69,76.16,76.31,314782
08/24/2012,76.14,76.93,76.1,76.78,395078
08/27/2012,77.04,77.14,76.72,76.82,443396
08/28/2012,76.65,77.0,76.54,76.81,566370
08/29/2012,76.87,76.9968,76.63,76.83,355553
08/30/2012,76.45,76.52,76.1125,76.21,254327
08/31/2012,76.67,76.91,76.09,76.58,399359
09/04/2012,76.53,76.73,76.0,76.51,378900
09/05/2012,76.53,76.73,76.28,76.37,610433
09/06/2012,76.88,77.79,76.88,77.77,398722
09/07/2012,77.92,78.06,77.8301,78.04,432191
09/10/2012,77.99,78.0574,77.53,77.53,280898
09/11/2012,77.62,77.94,77.58,77.61,1255894
09/12/2012,77.84,77.9309,77.55,77.86,585259
09/13/2012,77.89,79.2398,77.86,79.0,690885
09/14/2012,79.17,79.72,79.104,79.33,519813
09/17/2012,79.3,79.4474,79.12,79.35,433869
09/18/2012,79.16,79.4342,79.12,79.35,293903
09/19/2012,79.42,79.57,79.1601,79.34,271137
09/20/2012,79.0,79.34,78.8145,79.31,342053
09/21/2012,79.64,79.66,79.23,79.28,352593
09/24/2012,78.89,79.2001,78.77,79.06,445115
09/25/2012,78.87,79.02,77.89,77.95,278667
09/26/2012,77.88,77.92,77.33,77.48,399449
09/27/2012,77.71,78.39,77.59,78.24,372794
09/28/2012,77.93,78.13,77.56,77.85,367653
10/01/2012,78.26,78.73,77.86,78.03,856730
10/02/2012,78.3,78.433,77.67,78.06,458856
10/03/2012,78.25,78.5099,77.9,78.37,250885
10/04/2012,78.64,78.94,78.5254,78.83,482883
10/05/2012,79.14,79.29,78.5,78.72,377812
10/08/2012,78.49,78.54,78.22,78.41,337479
10/09/2012,78.28,78.33,77.51,77.56,267771
10/10/2012,77.53,77.58,76.95,77.06,336145
10/11/2012,77.6,77.64,77.02,77.03,258853
10/12/2012,77.16,77.461,76.8,76.93,238827
10/15/2012,77.1,77.6199,76.9155,77.54,142090
10/16/2012,77.88,78.46,77.83,78.4,657853
10/17/2012,78.33,78.553,78.21,78.46,203172
10/18/2012,78.19,78.43,77.75,78.01,775717
10/19/2012,77.85,77.85,76.52,76.62,341355
10/22/2012,76.57,76.83,76.16,76.78,563162
10/23/2012,76.01,76.12,75.48,75.75,1255305
10/24/2012,76.09,76.1298,75.3801,75.5192,578814
10/25/2012,76.01,76.1008,75.3,75.65,373659
10/26/2012,75.63,75.99,75.19,75.7,1139778
10/31/2012,76.0,76.0122,75.29,75.63,2199952
11/01/2012,75.78,76.57,75.75,76.42,448131
11/02/2012,76.83,76.83,75.6,75.65,499850
11/05/2012,75.55,76.05,75.43,75.9,710199
11/06/2012,76.05,76.68,76.0,76.37,812527
11/07/2012,75.7,75.73,74.46,74.83,877978
11/08/2012,74.81,75.0399,73.79,73.8,606060
11/09/2012,73.7,74.63,73.65,74.0,828529
11/12/2012,74.24,74.4,73.8977,74.09,1045852
11/13/2012,73.67,74.61,73.64,73.87,447550
11/14/2012,74.04,74.1407,72.8,72.94,759046
11/15/2012,72.94,73.17,72.49,72.79,1418176
11/16/2012,72.86,73.32,72.3,73.18,538173
11/19/2012,73.96,74.7,73.94,74.68,765639
11/20/2012,74.63,74.82,74.1144,74.71,753928
11/21/2012,74.77,74.94,74.66,74.89,483791
11/23/2012,75.26,75.9,75.17,75.86,155079
11/26/2012,75.51,75.78,75.29,75.78,913001
11/27/2012,75.64,75.91,75.37,75.44,605093
11/28/2012,75.07,76.04,74.75,76.0,453591
11/29/2012,76.34,76.54,75.99,76.36,760821
11/30/2012,76.36,76.47,76.08,76.3,659516
12/03/2012,76.67,76.7399,75.905,75.95,1091508
12/04/2012,75.87,76.14,75.65,75.8,1435004
12/05/2012,75.87,75.98,75.11,75.59,594072
12/06/2012,75.54,75.98,75.4,75.91,281931
12/07/2012,76.22,76.29,75.7,75.97,428476
12/10/2012,75.87,76.27,75.87,76.04,527683
12/11/2012,76.4,77.02,76.3285,76.65,520327
12/12/2012,76.9,77.0824,76.45,76.56,668711
12/13/2012,76.5,76.7,75.84,76.06,625479
12/14/2012,75.79,75.9,75.48,75.6,982815
12/17/2012,75.73,76.4,75.73,76.4,463203
12/18/2012,76.55,77.32,76.41,77.23,649724
12/19/2012,76.87,76.87,76.19,76.22,701606
12/20/2012,76.24,76.47,75.93,76.47,1428547
12/21/2012,75.48,76.0,75.42,75.87,860710
12/24/2012,75.6805,75.83,75.6315,75.7,375570
12/26/2012,75.86,75.86,75.06,75.26,567690
12/27/2012,75.35,75.47,74.351,75.24,1290794
12/28/2012,74.75,75.16,74.39,74.39,905669
12/31/2012,74.32,75.81,74.19,75.74,1669371
01/02/2013,77.16,77.76,77.0,77.76,1199914
01/03/2013,77.73,77.88,77.33,77.55,804225
01/04/2013,77.64,77.83,77.39,77.69,586621
01/07/2013,77.43,77.6,77.26,77.53,480893
01/08/2013,77.4,77.5815,77.06,77.41,531285
01/09/2013,77.54,77.81,77.4684,77.61,1229962
01/10/2013,78.02,78.13,77.52,78.11,544049
01/11/2013,78.08,78.21,77.94,78.18,393534
01/14/2013,77.99,78.12,77.79,77.97,635530
01/15/2013,77.61,77.93,77.49,77.8,497384
01/16/2013,77.75,78.07,77.68,77.94,508038
01/17/2013,78.31,78.67,78.14,78.4,791811
01/18/2013,78.32,78.57,77.99,78.51,572895
01/22/2013,78.51,78.74,78.23,78.74,311928
01/23/2013,78.87,79.0699,78.7599,78.99,1373542
01/24/2013,78.66,79.16,78.53,78.73,461116
01/25/2013,78.93,79.18,78.77,79.1,391390
01/28/2013,79.2,79.2,78.78,79.01,363963
01/29/2013,78.8,79.3675,78.64,79.24,539015
01/30/2013,79.23,79.42,78.87,78.97,403011
01/31/2013,78.91,79.2001,78.68,78.73,635643
02/01/2013,79.26,79.58,79.04,79.45,651434
02/04/2013,79.04,79.16,78.45,78.51,515114
02/05/2013,78.88,79.59,78.86,79.36,476723
02/06/2013,79.2,79.54,79.13,79.41,418661
02/07/2013,79.45,79.499,78.7201,79.37,487647
02/08/2013,79.6,79.96,79.54,79.91,382908
02/11/2013,79.87,79.9495,79.69,79.87,439100
02/12/2013,79.88,80.0199,79.76,79.81,322727
02/13/2013,80.0,80.16,79.6489,79.91,362976
02/14/2013,79.73,80.08,79.62,79.98,1141133
02/15/2013,80.07,80.22,79.73,80.02,382363
02/19/2013,80.16,80.61,80.15,80.61,420138
02/20/2013,80.54,80.57,79.56,79.56,442284
02/21/2013,79.33,79.33,78.7613,79.01,700889
02/22/2013,79.39,79.73,79.16,79.73,418420
02/25/2013,80.15,80.3085,78.4,78.4,501309
02/26/2013,78.7,79.04,78.3,78.97,824639
02/27/2013,78.95,80.15,78.834,79.84,626094
02/28/2013,79.86,80.38,79.66,79.66,2630138
03/01/2013,79.46,80.11,79.14,80.03,1502904
03/04/2013,79.85,80.42,79.75,80.42,718512
03/05/2013,80.83,81.43,80.82,81.27,552612
03/06/2013,81.53,81.57,81.12,81.285,643153
03/07/2013,81.37,81.4901,81.24,81.4,267272
03/08/2013,81.73,81.8,81.254,81.67,732178
03/11/2013,81.62,81.96,81.53,81.96,1009940
03/12/2013,81.89,81.94,81.48,81.71,538260
03/13/2013,81.74,81.94,81.47,81.79,639704
03/14/2013,82.05,82.19,81.93,82.16,417504
03/15/2013,82.08,82.16,81.8,81.99,378977
03/18/2013,81.22,81.98,81.16,81.69,635436
03/19/2013,81.86,81.9541,80.94,81.53,956501
03/20/2013,82.0,82.25,81.87,82.12,445146
03/21/2013,81.57,81.8528,81.24,81.36,567638
03/22/2013,81.68,82.0899,81.6,82.07,478253
03/25/2013,82.04,82.14,81.1235,81.47,788058
03/26/2013,81.77,82.17,81.74,82.16,681196
03/27/2013,81.68,82.16,81.51,82.14,616406
03/28/2013,82.07,82.5,81.98,82.38,385695
04/01/2013,82.39,82.5,81.82,82.01,765843
04/02/2013,82.31,82.67,82.2001,82.48,521791
04/03/2013,82.59,82.67,81.55,81.78,366464
04/04/2013,81.88,82.19,81.62,81.97,458996
04/05/2013,80.97,81.52,80.8,81.49,511204
04/08/2013,81.51,82.02,81.29,81.99,314580
04/09/2013,82.16,82.53,81.88,82.26,483861
04/10/2013,82.48,83.48,82.45,83.41,521225
04/11/2013,83.38,83.914,83.301,83.7,367409
04/12/2013,83.45,83.64,83.1,83.59,382658
04/15/2013,83.23,83.31,81.7,81.7,579503
04/16/2013,82.27,83.03,82.2088,83.0,464977
04/17/2013,82.31,82.34,81.34,81.79,454893
04/18/2013,81.94,81.94,80.81,81.07,469953
04/19/2013,81.26,81.97,81.2,81.9,316274
04/22/2013,82.12,82.61,81.67,82.46,263445
04/23/2013,82.92,83.4064,82.46,83.33,487077
04/24/2013,83.25,83.49,83.05,83.11,354713
04/25/2013,83.37,83.78,83.32,83.45,1918097
04/26/2013,83.36,83.4901,83.045,83.29,444776
04/29/2013,83.57,84.1,83.4601,83.9,349420
04/30/2013,83.93,84.1576,83.55,84.05,1195632
05/01/2013,83.96,84.01,83.35,83.47,889766
05/02/2013,83.69,84.44,83.618,84.3,413682
05/03/2013,85.08,85.4499,84.943,85.22,505629
05/06/2013,85.32,85.55,85.22,85.44,384449
05/07/2013,85.64,85.83,85.33,85.8,977688
05/08/2013,85.67,86.19,85.67,86.17,359914
05/09/2013,86.16,86.49,85.8487,86.06,581364
05/10/2013,86.12,86.46,85.96,86.46,430958
05/13/2013,86.33,86.71,86.19,86.53,409015
05/14/2013,86.54,87.38,86.54,87.32,455177
05/15/2013,87.13,87.859,87.1001,87.73,807489
05/16/2013,87.6,87.84,87.1801,87.3,414999
05/17/2013,87.65,88.06,87.44,88.05,500827
05/20/2013,87.94,88.26,87.71,87.87,347072
05/21/2013,87.91,88.38,87.63,88.11,379531
05/22/2013,88.22,89.0899,87.02,87.35,823105
05/23/2013,86.46,87.41,86.38,87.1,535773
05/24/2013,86.65,87.09,86.38,87.06,374613
05/28/2013,88.08,88.416,87.34,87.57,465910
05/29/2013,87.16,87.1975,86.48,86.8,1271368
05/30/2013,86.93,87.56,86.88,87.15,406483
05/31/2013,86.96,87.42,85.88,85.9901,585383
06/03/2013,86.27,86.48,85.55,86.4,361164
06/04/2013,86.56,86.87,85.6035,85.99,319493
06/05/2013,85.73,85.99,84.7307,84.74,508555
06/06/2013,84.73,85.49,84.2101,85.48,375970
06/07/2013,86.02,86.64,85.7476,86.59,382766
06/10/2013,86.89,86.89,86.35,86.49,296389
06/11/2013,85.76,86.43,85.4101,85.66,704624
06/12/2013,86.27,86.3199,84.802,84.87,267849
06/13/2013,84.86,86.2625,84.608,86.12,259391
06/14/2013,85.95,86.3243,85.54,85.69,247443
06/17/2013,86.2,86.7,85.85,86.31,501990
06/18/2013,86.31,87.09,86.31,86.96,529648
06/19/2013,86.94,87.09,85.8,85.8,593903
06/20/2013,85.04,85.1,83.43,83.61,848919
06/21/2013,84.13,84.23,83.0,83.85,1017805
06/24/2013,83.03,83.5,82.1254,82.78,637102
06/25/2013,83.61,83.81,82.98,83.53,511951
06/26/2013,83.86,84.21,83.64,84.04,541073
06/27/2013,84.58,84.8599,84.4,84.42,498659
06/28/2013,84.19,84.65,83.8394,84.01,492663
07/01/2013,84.65,85.27,84.5501,84.62,521502
07/02/2013,84.6,85.214,84.32,84.71,371844
07/03/2013,84.37,85.12,84.2928,84.84,200218
07/05/2013,85.44,85.7,84.8201,85.67,306985
07/08/2013,86.07,86.3199,85.84,85.97,349661
07/09/2013,86.51,86.739,86.1774,86.63,287301
07/10/2013,86.58,87.0,86.45,86.76,440312
07/11/2013,87.69,88.13,87.6143,88.1,433411
07/12/2013,88.0,88.3193,87.8701,88.23,271393
07/15/2013,88.41,88.46,88.19,88.34,307529
07/16/2013,88.33,88.41,87.8699,88.07,367731
07/17/2013,88.38,88.51,88.1752,88.32,334613
07/18/2013,88.31,88.77,88.26,88.53,438088
07/19/2013,88.28,88.51,88.1,88.5,282450
07/22/2013,88.7,88.79,88.41,88.66,240949
07/23/2013,88.86,88.86,88.31,88.34,237035
07/24/2013,88.85,88.88,88.0715,88.25,203696
07/25/2013,88.15,88.54,87.97,88.51,261788
07/26/2013,88.15,88.67,87.8,88.64,176190
07/29/2013,88.42,88.655,88.15,88.39,222473
07/30/2013,88.59,88.78,88.3001,88.54,240226
07/31/2013,88.7,89.06,88.38,88.45,451584
08/01/2013,89.17,89.56,89.06,89.4,373390
08/02/2013,89.31,89.69,89.21,89.68,341101
08/05/2013,89.55,89.71,89.4,89.63,258186
08/06/2013,89.46,89.51,88.9447,89.25,235051
08/07/2013,88.99,89.05,88.54,88.88,211792
08/08/2013,89.38,89.434,88.76,89.2,211115
08/09/2013,89.0,89.3399,88.69,88.89,294462
08/12/2013,88.51,88.99,88.38,88.86,1309387
08/13/2013,89.1,89.3399,88.49,89.23,1103534
08/14/2013,89.23,89.3435,88.72,88.77,171964
08/15/2013,88.01,88.02,87.29,87.43,386573
08/16/2013,87.34,87.6,87.0523,87.2,216199
08/19/2013,87.08,87.5789,86.86,86.86,409483
08/20/2013,87.02,87.56,86.96,87.18,272069
08/21/2013,86.96,87.567,86.6,86.8,333343
08/22/2013,87.04,87.69,87.04,87.59,251093
08/23/2013,87.89,87.93,87.44,87.83,439315
08/26/2013,87.96,88.33,87.6039,87.63,335874
08/27/2013,86.8,87.09,86.13,86.25,492037
08/28/2013,86.23,86.81,86.09,86.52,424244
08/29/2013,86.35,87.1842,86.31,86.71,244952
08/30/2013,86.88,86.88,86.16,86.37,343652
09/03/2013,87.17,87.45,86.52,86.86,676161
09/04/2013,86.91,87.8384,86.8,87.72,303518
09/05/2013,87.77,88.0,87.67,87.72,263749
09/06/2013,87.99,88.266,86.98,87.75,262323
09/09/2013,88.03,88.72,88.03,88.69,287332
09/10/2013,89.19,89.22,88.94,89.17,641263
09/11/2013,88.96,89.39,88.84,89.39,299867
09/12/2013,89.39,89.53,89.1596,89.27,270862
09/13/2013,89.34,89.48,89.11,89.41,325432
09/16/2013,90.39,90.39,89.69,89.8,377420
09/17/2013,89.91,90.29,89.89,90.24,365627
09/18/2013,90.21,91.6174,90.09,91.46,660093
09/19/2013,91.75,91.76,91.32,91.47,347468
09/20/2013,91.59,91.61,90.89,90.93,409444
09/23/2013,90.92,91.04,90.25,90.49,391213
09/24/2013,90.12,90.4702,89.78,89.98,444154
09/25/2013,89.96,90.05,89.5,89.61,420638
09/26/2013,89.85,90.24,89.73,90.07,396642
09/27/2013,89.65,89.88,89.43,89.8,2471450
09/30/2013,88.95,89.61,88.84,89.36,687451
10/01/2013,89.47,90.17,89.36,90.14,1070045
10/02/2013,89.58,90.03,89.31,90.02,537228
10/03/2013,89.96,89.96,88.7465,89.16,663135
10/04/2013,89.26,89.93,89.112,89.81,308429
10/07/2013,89.09,89.62,89.0,89.01,638304
10/08/2013,89.06,89.06,87.74,87.78,560248
10/09/2013,88.03,88.05,87.15,87.68,521980
10/10/2013,88.67,89.64,88.56,89.59,452774
10/11/2013,89.51,90.21,89.41,90.21,425856
10/14/2013,89.58,90.73,89.52,90.71,303979
10/15/2013,90.48,90.73,90.0,90.03,428164
10/16/2013,90.64,91.3019,90.526,91.24,357314
10/17/2013,90.99,91.92,90.842,91.86,678234
10/18/2013,92.36,92.72,92.08,92.63,474741
10/21/2013,92.82,92.84,92.47,92.72,317546
10/22/2013,92.99,93.47,92.72,93.2,304668
10/23/2013,92.88,93.0085,92.47,92.88,228812
10/24/2013,93.06,93.3507,92.9,93.21,334645
10/25/2013,93.42,93.69,93.21,93.69,290358
10/28/2013,93.63,93.98,93.52,93.85,453303
10/29/2013,94.03,94.31,93.86,94.31,443714
10/30/2013,94.48,94.5044,93.5101,93.83,322795
10/31/2013,93.74,94.2148,93.52,93.58,470994
11/01/2013,93.9,94.11,93.36,93.8,594553
11/04/2013,94.15,94.1787,93.76,94.06,463465
11/05/2013,93.76,94.0701,93.42,93.9,635067
11/06/2013,94.35,94.4511,93.88,94.18,350949
11/07/2013,94.28,94.43,92.8004,92.85,406391
11/08/2013,93.04,94.06,92.82,94.02,1014689
11/11/2013,94.0,94.23,93.88,94.09,302484
11/12/2013,93.92,94.18,93.74,94.09,419881
11/13/2013,93.57,94.88,93.57,94.85,361934
11/14/2013,94.93,95.49,94.9,95.4335,376313
11/15/2013,95.49,95.83,95.42,95.81,492274
11/18/2013,95.98,96.0748,95.18,95.38,373933
11/19/2013,95.29,95.58,94.97,95.12,1034477
11/20/2013,95.26,95.55,94.53,94.8,371560
11/21/2013,95.03,95.6,94.98,95.58,235499
11/22/2013,95.68,96.06,95.55,96.06,736250
11/25/2013,96.26,96.2758,95.9108,96.0,360833
11/26/2013,96.12,96.52,95.926,96.25,235542
11/27/2013,96.37,96.58,96.2711,96.56,254694
11/29/2013,96.74,96.94,96.11,96.11,724658
12/02/2013,96.59,96.75,96.16,96.27,363542
12/03/2013,96.01,96.23,95.62,95.96,818965
12/04/2013,95.6,96.25,95.1655,95.93,454594
12/05/2013,95.88,96.04,95.61,95.69,558830
12/06/2013,96.58,96.82,96.2843,96.72,530355
12/09/2013,97.03,97.06,96.78,96.9,311238
12/10/2013,96.64,96.8831,96.47,96.57,637091
12/11/2013,96.69,96.74,95.48,95.61,364187
12/12/2013,95.57,95.689,95.06,95.2,389899
12/13/2013,95.59,95.59,95.04,95.21,386197
12/16/2013,95.65,96.1301,95.5755,95.76,272682
12/17/2013,95.87,95.87,95.28,95.54,370488
12/18/2013,95.73,97.17,94.7001,97.14,524088
12/19/2013,96.86,97.17,96.68,97.06,585198
12/20/2013,97.25,97.95,97.19,97.74,811821
12/23/2013,97.88,97.88,97.54,97.88,544722
12/24/2013,97.93,98.05,97.8101,98.05,167067
12/26/2013,98.28,98.53,98.14,98.5,308685
12/27/2013,98.69,98.73,98.26,98.31,343337
12/30/2013,98.37,98.39,98.13,98.29,311047
12/31/2013,98.4,98.8,98.4,98.75,545203
01/02/2014,98.44,98.44,97.6,97.92,2183205
01/03/2014,98.13,98.21,97.64,97.69,1519549
01/06/2014,97.98,97.98,97.174,97.36,3022620
